,property_id,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building
218,20004156,2381,454000,HOUSE,HOUSE,3,166.0,0.0,0,23.0,0.0,4.0,1,461.0,UNKNOWN,GOOD
219,20059404,3272,223000,HOUSE,HOUSE,4,226.0,0.0,0,20.0,0.0,3.0,0,388.0,SEMI_EQUIPPED,TO_RENOVATE
220,20384767,3272,319000,HOUSE,HOUSE,3,131.0,0.0,0,8.0,0.0,0.0,0,131.0,INSTALLED,GOOD
222,20393186,1540,379000,HOUSE,HOUSE,2,177.0,0.0,0,23.0,0.0,4.0,1,837.0,INSTALLED,TO_BE_DONE_UP
224,20345918,9473,295000,HOUSE,HOUSE,3,188.0,0.0,0,25.0,0.0,3.0,0,395.0,SEMI_EQUIPPED,GOOD
225,20369952,1640,180000,HOUSE,HOUSE,2,95.0,0.0,0,20.0,0.0,2.0,1,75.0,NOT_INSTALLED,TO_RENOVATE
226,20389797,1640,295000,HOUSE,HOUSE,4,123.0,0.0,0,20.0,0.0,3.0,1,477.0,NOT_INSTALLED,TO_BE_DONE_UP
228,20388190,1640,580000,HOUSE,HOUSE,3,186.0,0.0,0,25.0,0.0,3.0,0,419.0,SEMI_EQUIPPED,GOOD
230,20368739,2627,425000,HOUSE,HOUSE,3,181.0,0.0,0,24.0,0.0,0.0,0,292.0,UNKNOWN,GOOD
231,20387198,3272,319000,APARTMENT,APARTMENT,3,131.0,0.0,0,8.0,0.0,0.0,0,0.0,INSTALLED,GOOD
232,20392871,3272,200000,HOUSE,HOUSE,3,158.0,0.0,0,22.0,0.0,3.0,0,1095.0,SEMI_EQUIPPED,TO_RENOVATE
233,20159872,9473,235000,APARTMENT,APARTMENT,2,78.0,0.0,0,5.0,0.0,4.0,1,0.0,INSTALLED,GOOD
234,20396109,2382,185000,HOUSE,CHALET,4,100.0,0.0,0,14.0,0.0,4.0,0,270.0,UNKNOWN,UNKNOWN
236,20198628,3212,348000,HOUSE,HOUSE,3,171.0,0.0,0,23.0,0.0,0.0,1,475.0,INSTALLED,UNKNOWN
238,20366821,2627,325000,HOUSE,HOUSE,7,325.0,0.0,0,40.0,0.0,3.0,0,170.0,UNKNOWN,TO_BE_DONE_UP
239,20323705,2150,215000,APARTMENT,APARTMENT,2,87.0,0.0,0,20.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,TO_RENOVATE
241,20159861,9473,245000,APARTMENT,APARTMENT,2,91.0,0.0,0,2.0,0.0,4.0,1,0.0,INSTALLED,GOOD
242,20375437,1540,475000,HOUSE,HOUSE,3,228.0,0.0,0,30.0,0.0,4.0,0,592.0,INSTALLED,AS_NEW
244,20155181,3472,229000,HOUSE,HOUSE,3,134.0,0.0,0,20.0,905.0,4.0,1,905.0,UNKNOWN,UNKNOWN
245,20339462,3472,3000000,HOUSE,CASTLE,9,2000.0,1.0,0,45.0,0.0,0.0,0,46000.0,INSTALLED,JUST_RENOVATED
246,20089205,1540,376579,HOUSE,HOUSE,3,110.0,0.0,0,20.0,30.0,2.0,0,90.0,HYPER_EQUIPPED,AS_NEW
247,20132261,3212,695000,HOUSE,VILLA,4,206.0,0.0,0,12.0,1000.0,4.0,1,1127.0,INSTALLED,GOOD
249,20393551,9473,225000,HOUSE,HOUSE,5,177.0,0.0,0,48.0,0.0,2.0,1,518.0,UNKNOWN,UNKNOWN
250,20043870,2150,649900,HOUSE,APARTMENT_BLOCK,3,230.0,0.0,0,30.0,110.0,2.0,0,206.0,INSTALLED,JUST_RENOVATED
251,20183905,1540,374000,HOUSE,HOUSE,4,346.0,0.0,0,43.0,0.0,0.0,0,1428.0,UNKNOWN,UNKNOWN
252,20185381,2381,369000,HOUSE,HOUSE,4,202.0,0.0,0,25.0,0.0,4.0,0,800.0,SEMI_EQUIPPED,UNKNOWN
253,20186951,3272,460000,HOUSE,VILLA,3,210.0,0.0,0,30.0,1500.0,4.0,1,1511.0,INSTALLED,AS_NEW
254,20369063,9473,245000,APARTMENT,APARTMENT,2,98.0,0.0,0,2.0,0.0,4.0,1,0.0,INSTALLED,GOOD
257,11295009,3472,275000,HOUSE,HOUSE,5,210.0,0.0,0,26.0,0.0,0.0,0,980.0,SEMI_EQUIPPED,TO_RENOVATE
258,20371944,2150,385000,HOUSE,APARTMENT_BLOCK,4,175.0,0.0,0,23.0,125.0,3.0,0,270.0,SEMI_EQUIPPED,TO_RENOVATE
259,20360070,2150,495000,HOUSE,HOUSE,3,130.0,0.0,0,20.0,0.0,4.0,0,962.0,INSTALLED,GOOD
260,20360133,9473,210000,APARTMENT,APARTMENT,1,59.0,0.0,0,11.0,0.0,0.0,0,0.0,INSTALLED,GOOD
261,20364136,9473,199000,APARTMENT,APARTMENT,2,88.0,0.0,0,12.0,0.0,2.0,0,0.0,INSTALLED,GOOD
263,20371937,9473,260000,HOUSE,HOUSE,1,131.0,0.0,0,20.0,0.0,3.0,0,1350.0,UNKNOWN,TO_RENOVATE
264,20065497,2627,409000,HOUSE,BUNGALOW,1,129.0,0.0,1,20.0,918.0,4.0,0,1000.0,INSTALLED,GOOD
265,20364575,2150,285000,APARTMENT,APARTMENT,3,81.0,0.0,0,11.0,0.0,2.0,0,0.0,INSTALLED,JUST_RENOVATED
267,20398361,1640,539000,APARTMENT,APARTMENT,3,192.0,0.0,0,25.0,0.0,0.0,0,0.0,UNKNOWN,UNKNOWN
268,20388634,3272,272000,HOUSE,HOUSE,3,139.0,0.0,1,20.0,379.0,0.0,0,525.0,SEMI_EQUIPPED,TO_RENOVATE
269,11369702,1540,430000,HOUSE,HOUSE,3,116.0,0.0,0,20.0,70.0,2.0,0,135.0,HYPER_EQUIPPED,AS_NEW
270,20089204,1540,447854,HOUSE,HOUSE,3,141.0,0.0,0,20.0,50.0,2.0,0,141.0,HYPER_EQUIPPED,AS_NEW
271,20116505,3212,659666,HOUSE,HOUSE,3,190.0,0.0,0,30.0,0.0,3.0,0,662.0,HYPER_EQUIPPED,UNKNOWN
273,10749562,3212,290000,HOUSE,HOUSE,3,125.0,0.0,0,20.0,0.0,0.0,0,639.0,INSTALLED,TO_RENOVATE
274,20348931,9473,295000,HOUSE,HOUSE,5,171.0,0.0,0,25.0,0.0,2.0,1,168.0,HYPER_EQUIPPED,TO_BE_DONE_UP
276,20294930,3212,339000,HOUSE,HOUSE,2,120.0,0.0,0,19.0,100.0,3.0,0,234.0,INSTALLED,GOOD
277,20116506,3212,658666,HOUSE,HOUSE,3,190.0,0.0,0,30.0,0.0,3.0,0,741.0,HYPER_EQUIPPED,UNKNOWN
279,11362322,3272,395000,HOUSE,HOUSE,3,150.0,0.0,0,1.0,1.0,3.0,1,537.0,INSTALLED,AS_NEW
280,20163848,9112,437000,HOUSE,HOUSE,4,209.0,0.0,0,26.0,0.0,4.0,0,600.0,INSTALLED,GOOD
281,20344458,9112,350000,HOUSE,HOUSE,2,169.0,0.0,1,22.0,0.0,4.0,0,650.0,SEMI_EQUIPPED,TO_RENOVATE
282,20348581,9112,317000,APARTMENT,APARTMENT,2,87.0,0.0,0,9.0,0.0,3.0,1,0.0,UNKNOWN,GOOD
283,20348546,9112,416500,HOUSE,HOUSE,3,140.0,0.0,0,11.0,22.0,3.0,1,103.0,UNKNOWN,GOOD
284,20265617,3450,365000,HOUSE,HOUSE,3,165.0,0.0,0,23.0,0.0,3.0,1,500.0,UNKNOWN,UNKNOWN
286,20348548,9112,260000,APARTMENT,APARTMENT,1,61.0,0.0,0,19.0,50.0,2.0,1,0.0,UNKNOWN,GOOD
288,20307704,3450,150000,HOUSE,HOUSE,3,158.0,0.0,0,22.0,0.0,4.0,0,625.0,UNKNOWN,UNKNOWN
289,20244863,3450,169000,HOUSE,HOUSE,3,140.0,0.0,0,20.0,0.0,3.0,0,350.0,SEMI_EQUIPPED,TO_RENOVATE
291,20267501,9308,305000,APARTMENT,APARTMENT,2,80.0,0.0,0,15.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
293,11415874,9308,525000,HOUSE,BUNGALOW,4,206.0,0.0,0,25.0,0.0,4.0,1,877.0,INSTALLED,GOOD
294,20364087,3450,225000,HOUSE,HOUSE,3,167.0,0.0,0,23.0,0.0,4.0,1,1500.0,UNKNOWN,UNKNOWN
296,20389635,9308,218500,HOUSE,HOUSE,2,123.0,0.0,0,20.0,0.0,2.0,0,232.0,INSTALLED,GOOD
297,20369972,9112,417000,HOUSE,HOUSE,3,189.0,0.0,0,25.0,200.0,3.0,0,648.0,INSTALLED,GOOD
298,20161519,9112,409000,HOUSE,HOUSE,2,176.0,0.0,0,20.0,400.0,4.0,0,780.0,UNKNOWN,AS_NEW
299,20365467,2387,250000,APARTMENT,GROUND_FLOOR,4,255.0,0.0,0,30.0,225.0,3.0,0,0.0,SEMI_EQUIPPED,TO_RENOVATE
300,20338192,3450,290000,HOUSE,MIXED_USE_BUILDING,4,175.0,0.0,0,23.0,37.0,2.0,1,280.0,HYPER_EQUIPPED,GOOD
301,20355943,3450,350000,HOUSE,HOUSE,3,166.0,0.0,0,23.0,0.0,3.0,1,308.0,HYPER_EQUIPPED,UNKNOWN
302,20348549,9112,514500,HOUSE,HOUSE,3,152.0,0.0,0,19.0,99.0,3.0,1,207.0,UNKNOWN,GOOD
303,11257757,6531,260000,HOUSE,HOUSE,5,169.0,0.0,0,73.0,158.0,3.0,0,242.0,HYPER_EQUIPPED,GOOD
304,20017503,2387,376096,HOUSE,HOUSE,3,150.0,0.0,0,21.0,0.0,3.0,1,344.0,HYPER_EQUIPPED,GOOD
306,20200200,9031,425000,HOUSE,HOUSE,3,120.0,0.0,0,16.0,400.0,3.0,1,793.0,UNKNOWN,UNKNOWN
307,20394270,3450,325000,HOUSE,HOUSE,3,151.0,0.0,0,21.0,0.0,4.0,1,1076.0,UNKNOWN,UNKNOWN
309,11237449,2387,376096,HOUSE,HOUSE,3,150.0,0.0,0,21.0,0.0,3.0,1,344.0,UNKNOWN,GOOD
310,10459312,4730,399254,HOUSE,HOUSE,4,206.0,0.0,0,25.0,0.0,3.0,0,325.0,UNKNOWN,AS_NEW
311,20289595,9031,279000,HOUSE,HOUSE,3,150.0,0.0,0,21.0,122.0,2.0,0,221.0,UNKNOWN,GOOD
314,20212554,4730,175000,APARTMENT,APARTMENT,1,85.0,0.0,0,10.0,0.0,0.0,1,0.0,INSTALLED,GOOD
315,10646980,4730,395318,HOUSE,HOUSE,4,206.0,0.0,0,25.0,0.0,2.0,0,283.0,UNKNOWN,AS_NEW
316,11315455,4351,110000,HOUSE,HOUSE,3,146.0,0.0,0,20.0,0.0,4.0,0,20.0,NOT_INSTALLED,UNKNOWN
317,20377184,9031,345000,HOUSE,HOUSE,3,140.0,0.0,0,20.0,0.0,2.0,1,111.0,INSTALLED,TO_BE_DONE_UP
318,20262015,9112,625000,HOUSE,HOUSE,5,280.0,0.0,0,35.0,125.0,3.0,0,424.0,INSTALLED,GOOD
319,20202056,4480,210000,HOUSE,HOUSE,4,176.0,0.0,0,15.0,244.0,2.0,0,322.0,SEMI_EQUIPPED,GOOD
320,20222371,9308,258000,HOUSE,HOUSE,3,155.0,0.0,0,12.0,50.0,0.0,0,177.0,UNKNOWN,GOOD
321,20371428,4480,260000,HOUSE,HOUSE,4,152.0,0.0,0,27.0,559.0,4.0,1,696.0,INSTALLED,GOOD
322,20227676,4480,199000,HOUSE,HOUSE,4,127.0,0.0,0,108.0,287.0,3.0,1,468.0,INSTALLED,GOOD
323,10464655,4730,299000,APARTMENT,GROUND_FLOOR,2,140.0,0.0,0,20.0,0.0,0.0,0,0.0,INSTALLED,GOOD
324,11402272,4480,115000,HOUSE,HOUSE,3,102.0,0.0,0,14.0,90.0,2.0,0,143.0,NOT_INSTALLED,TO_RENOVATE
325,11213726,3450,339200,HOUSE,HOUSE,3,202.0,0.0,0,25.0,0.0,4.0,1,516.0,UNKNOWN,UNKNOWN
327,20393603,3450,365000,HOUSE,HOUSE,3,130.0,0.0,0,26.0,0.0,4.0,0,605.0,INSTALLED,UNKNOWN
329,20347822,3450,230000,HOUSE,HOUSE,3,155.0,0.0,0,22.0,0.0,4.0,0,1206.0,INSTALLED,GOOD
331,10664277,4730,440797,HOUSE,HOUSE,4,206.0,0.0,0,25.0,0.0,3.0,0,478.0,UNKNOWN,AS_NEW
332,20391998,9031,349000,APARTMENT,APARTMENT,2,105.0,0.0,0,14.0,0.0,0.0,1,0.0,INSTALLED,GOOD
333,20376865,9031,419000,HOUSE,HOUSE,3,139.0,0.0,0,20.0,0.0,3.0,0,523.0,UNKNOWN,GOOD
334,10475998,4730,370000,HOUSE,HOUSE,5,229.0,0.0,0,30.0,0.0,3.0,0,288.0,UNKNOWN,UNKNOWN
335,20315728,4480,175000,HOUSE,HOUSE,3,133.0,0.0,0,27.0,25.0,2.0,1,150.0,INSTALLED,GOOD
336,20347117,4480,199500,HOUSE,HOUSE,2,120.0,0.0,0,19.0,0.0,4.0,1,420.0,SEMI_EQUIPPED,TO_BE_DONE_UP
337,20333010,9308,169500,HOUSE,HOUSE,3,127.0,0.0,0,20.0,37.0,0.0,0,109.0,SEMI_EQUIPPED,TO_RENOVATE
339,11399277,4632,345000,HOUSE,HOUSE,3,118.0,0.0,0,22.0,325.0,3.0,0,440.0,UNKNOWN,AS_NEW
341,20269653,4480,119000,APARTMENT,APARTMENT,2,80.0,0.0,0,11.0,75.0,3.0,0,0.0,INSTALLED,GOOD
342,20395777,9308,329000,HOUSE,HOUSE,3,197.0,0.0,0,25.0,110.0,3.0,0,434.0,INSTALLED,TO_BE_DONE_UP
344,20231668,4730,100000,HOUSE,HOUSE,3,160.0,0.0,0,22.0,0.0,4.0,0,0.0,UNKNOWN,TO_RENOVATE
345,20265644,9308,239000,APARTMENT,APARTMENT,2,92.0,0.0,0,12.0,0.0,2.0,0,0.0,INSTALLED,GOOD
346,20201032,4480,219000,HOUSE,APARTMENT_BLOCK,3,178.0,0.0,0,23.0,0.0,2.0,0,120.0,SEMI_EQUIPPED,GOOD
348,20074228,9112,416500,HOUSE,HOUSE,3,140.0,0.0,0,11.0,22.0,3.0,1,103.0,UNKNOWN,GOOD
349,20305023,4480,155000,HOUSE,HOUSE,4,138.0,0.0,0,32.0,116.0,3.0,0,260.0,SEMI_EQUIPPED,TO_BE_DONE_UP
350,20333898,4480,99000,APARTMENT,APARTMENT,1,55.0,0.0,0,10.0,0.0,2.0,1,0.0,INSTALLED,GOOD
351,20011224,4730,235000,HOUSE,BUNGALOW,2,108.0,0.0,0,15.0,0.0,4.0,0,931.0,INSTALLED,JUST_RENOVATED
353,20319137,9031,340751,APARTMENT,APARTMENT,2,100.0,0.0,0,14.0,0.0,2.0,0,0.0,INSTALLED,UNKNOWN
354,20206441,4480,199000,HOUSE,HOUSE,4,131.0,0.0,0,45.0,136.0,3.0,0,376.0,INSTALLED,GOOD
355,20190927,4351,335000,HOUSE,HOUSE,4,130.0,0.0,0,20.0,100.0,4.0,1,350.0,INSTALLED,JUST_RENOVATED
356,20269818,2387,715000,HOUSE,HOUSE,4,320.0,0.0,0,40.0,0.0,4.0,0,844.0,HYPER_EQUIPPED,AS_NEW
357,20228851,4632,169999,HOUSE,HOUSE,5,325.0,0.0,0,40.0,0.0,3.0,0,175.0,UNKNOWN,TO_RENOVATE
358,20393185,4480,289500,HOUSE,HOUSE,4,160.0,0.0,0,30.0,280.0,3.0,1,537.0,UNKNOWN,UNKNOWN
359,20110583,3450,265000,HOUSE,HOUSE,0,299.0,0.0,0,36.0,81.0,4.0,0,1357.0,UNKNOWN,TO_RENOVATE
360,20391032,4480,285000,HOUSE,HOUSE,2,100.0,0.0,0,25.0,150.0,0.0,0,257.0,INSTALLED,UNKNOWN
361,11399278,4632,366000,HOUSE,HOUSE,3,123.0,0.0,0,21.0,427.0,3.0,0,539.0,UNKNOWN,AS_NEW
362,20139129,9031,325000,HOUSE,HOUSE,3,132.0,0.0,0,20.0,0.0,0.0,0,441.0,SEMI_EQUIPPED,GOOD
363,20280823,7100,268000,HOUSE,HOUSE,3,122.0,0.0,0,20.0,870.0,2.0,1,1158.0,SEMI_EQUIPPED,GOOD
364,20395953,7100,125000,HOUSE,HOUSE,3,126.0,0.0,0,20.0,0.0,2.0,1,226.0,NOT_INSTALLED,TO_RENOVATE
365,20393621,7100,190000,HOUSE,HOUSE,3,171.0,0.0,0,23.0,0.0,2.0,0,110.0,INSTALLED,GOOD
366,20025706,7100,279900,HOUSE,HOUSE,3,185.0,0.0,0,25.0,200.0,3.0,1,695.0,USA_INSTALLED,AS_NEW
367,20212196,7100,238000,HOUSE,HOUSE,3,154.0,0.0,0,30.0,80.0,2.0,1,261.0,HYPER_EQUIPPED,GOOD
368,20387567,7100,280000,HOUSE,HOUSE,3,250.0,0.0,0,30.0,0.0,2.0,0,630.0,UNKNOWN,AS_NEW
369,20387566,7100,320000,HOUSE,HOUSE,3,250.0,0.0,0,30.0,0.0,2.0,0,630.0,UNKNOWN,AS_NEW
370,20357655,7100,239000,HOUSE,HOUSE,4,140.0,0.0,0,25.0,120.0,3.0,1,209.0,INSTALLED,GOOD
371,20346737,6534,199000,APARTMENT,APARTMENT,2,83.0,0.0,0,8.0,0.0,0.0,0,0.0,SEMI_EQUIPPED,GOOD
372,20052323,6534,139999,APARTMENT,DUPLEX,2,63.0,0.0,0,10.0,0.0,3.0,1,0.0,INSTALLED,GOOD
373,20389102,7860,274000,HOUSE,TOWN_HOUSE,3,225.0,0.0,0,28.0,0.0,0.0,0,650.0,UNKNOWN,GOOD
374,20162543,6534,695000,HOUSE,VILLA,4,250.0,0.0,0,200.0,500.0,4.0,1,978.0,HYPER_EQUIPPED,AS_NEW
375,20348926,6534,229000,HOUSE,HOUSE,5,280.0,0.0,0,32.0,0.0,3.0,0,0.0,UNKNOWN,TO_RENOVATE
376,20376903,7860,105000,HOUSE,HOUSE,2,165.0,0.0,0,22.5,0.0,2.0,0,190.0,SEMI_EQUIPPED,UNKNOWN
377,20229155,6534,436107,HOUSE,HOUSE,3,184.0,0.0,0,25.0,0.0,4.0,0,1497.0,UNKNOWN,AS_NEW
378,20353916,7020,245000,HOUSE,HOUSE,3,120.0,0.0,0,19.0,0.0,3.0,0,680.0,INSTALLED,GOOD
379,20116906,6534,260000,HOUSE,HOUSE,2,101.0,0.0,1,1.0,1.0,4.0,1,900.0,SEMI_EQUIPPED,UNKNOWN
380,20384113,8550,299000,APARTMENT,APARTMENT,2,94.0,0.0,0,12.0,0.0,2.0,1,0.0,UNKNOWN,UNKNOWN
381,11454111,6534,315000,HOUSE,VILLA,3,173.0,0.0,0,23.0,1.0,4.0,1,955.0,UNKNOWN,JUST_RENOVATED
382,20391893,6534,385000,HOUSE,VILLA,4,205.0,0.0,1,1.0,1.0,4.0,1,1380.0,HYPER_EQUIPPED,AS_NEW
383,20298810,7020,180000,HOUSE,HOUSE,3,219.0,0.0,0,27.0,0.0,4.0,0,721.0,UNKNOWN,TO_BE_DONE_UP
384,20397467,7100,90000,APARTMENT,APARTMENT,2,79.0,0.0,0,10.0,0.0,2.0,0,0.0,INSTALLED,TO_BE_DONE_UP
385,20382210,7020,100000,HOUSE,HOUSE,1,165.0,0.0,0,25.0,250.0,2.0,0,338.0,INSTALLED,TO_RENOVATE
386,20391884,7860,279500,HOUSE,HOUSE,3,180.0,0.0,0,35.0,300.0,2.0,0,300.0,INSTALLED,TO_BE_DONE_UP
387,20393123,7860,150000,HOUSE,MIXED_USE_BUILDING,3,158.0,0.0,0,22.0,0.0,0.0,0,70.0,UNKNOWN,TO_RENOVATE
388,20383766,8550,195000,HOUSE,HOUSE,2,146.0,0.0,0,20.0,0.0,2.0,0,101.0,INSTALLED,GOOD
389,10990864,7020,265000,APARTMENT,APARTMENT,2,90.0,0.0,0,28.0,0.0,2.0,0,0.0,UNKNOWN,GOOD
390,10785318,7020,265000,APARTMENT,APARTMENT,1,66.0,0.0,0,1.0,0.0,2.0,0,0.0,UNKNOWN,AS_NEW
392,20219358,3722,200000,HOUSE,HOUSE,2,153.0,0.0,0,10.0,164.0,2.0,0,256.0,INSTALLED,GOOD
393,20388580,8550,388000,HOUSE,HOUSE,3,160.0,0.0,0,22.0,250.0,3.0,0,886.0,UNKNOWN,AS_NEW
395,20341258,7330,350000,HOUSE,HOUSE,3,208.0,0.0,0,10.0,0.0,3.0,1,400.0,HYPER_EQUIPPED,AS_NEW
396,20391729,8550,210000,HOUSE,HOUSE,1,144.0,0.0,0,20.0,0.0,0.0,0,144.0,NOT_INSTALLED,UNKNOWN
398,20242424,7860,240000,HOUSE,HOUSE,4,218.0,0.0,0,27.0,280.0,4.0,1,875.0,SEMI_EQUIPPED,TO_BE_DONE_UP
400,20341426,7330,350000,HOUSE,HOUSE,3,185.0,0.0,0,20.0,0.0,3.0,1,400.0,HYPER_EQUIPPED,AS_NEW
401,20182939,8691,239000,HOUSE,HOUSE,4,176.0,0.0,0,23.0,0.0,3.0,0,284.0,UNKNOWN,GOOD
402,20209586,7020,240000,APARTMENT,GROUND_FLOOR,2,87.0,0.0,0,13.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,GOOD
404,11387928,7864,353129,HOUSE,HOUSE,3,189.0,0.0,0,25.0,0.0,4.0,0,920.0,UNKNOWN,AS_NEW
405,10415638,6534,499000,HOUSE,HOUSE,3,260.0,0.0,0,80.0,942.0,2.0,1,1250.0,HYPER_EQUIPPED,AS_NEW
406,20396140,7100,135000,HOUSE,HOUSE,5,245.0,0.0,0,30.0,0.0,2.0,0,424.0,SEMI_EQUIPPED,GOOD
407,20394755,7860,165000,HOUSE,HOUSE,2,100.0,0.0,0,14.0,0.0,2.0,0,50.0,INSTALLED,GOOD
408,20331955,7860,235000,APARTMENT,APARTMENT,2,111.0,0.0,0,16.0,0.0,2.0,0,0.0,INSTALLED,GOOD
410,10978691,7860,210000,HOUSE,APARTMENT_BLOCK,4,320.0,0.0,0,40.0,0.0,2.0,0,180.0,UNKNOWN,UNKNOWN
411,20207248,8550,425997,APARTMENT,APARTMENT,3,123.0,0.0,0,15.0,1.0,3.0,1,0.0,UNKNOWN,AS_NEW
412,20321780,8691,179000,HOUSE,HOUSE,3,158.0,0.0,0,22.0,0.0,2.0,0,228.0,UNKNOWN,GOOD
413,20341254,7330,350000,HOUSE,HOUSE,3,208.0,0.0,0,10.0,0.0,3.0,1,400.0,HYPER_EQUIPPED,AS_NEW
414,20365694,7860,165000,HOUSE,HOUSE,3,150.0,0.0,0,21.0,0.0,2.0,0,400.0,SEMI_EQUIPPED,TO_RENOVATE
415,10724934,8550,344000,HOUSE,HOUSE,3,214.0,0.0,0,26.0,0.0,2.0,0,165.0,USA_INSTALLED,UNKNOWN
416,11419334,4910,349000,HOUSE,HOUSE,4,216.0,0.0,0,27.0,0.0,3.0,1,580.0,INSTALLED,GOOD
417,20341427,7330,350000,HOUSE,HOUSE,3,208.0,0.0,0,10.0,0.0,3.0,1,400.0,HYPER_EQUIPPED,AS_NEW
418,20362347,8550,344000,HOUSE,HOUSE,3,214.0,0.0,0,26.0,0.0,2.0,0,165.0,UNKNOWN,AS_NEW
419,20396824,3722,311000,HOUSE,HOUSE,3,153.0,0.0,0,21.0,639.0,3.0,0,0.0,UNKNOWN,TO_BE_DONE_UP
420,11156514,7860,169000,APARTMENT,APARTMENT,1,74.0,0.0,0,10.0,0.0,2.0,1,0.0,INSTALLED,JUST_RENOVATED
421,20310515,7330,325000,HOUSE,HOUSE,3,178.0,0.0,0,10.0,0.0,2.0,1,400.0,HYPER_EQUIPPED,AS_NEW
423,20387115,8550,175000,HOUSE,HOUSE,3,107.0,0.0,0,15.0,0.0,3.0,1,352.0,UNKNOWN,UNKNOWN
424,20391883,7860,139500,HOUSE,HOUSE,2,120.0,0.0,0,9.0,0.0,2.0,0,70.0,INSTALLED,GOOD
425,20334974,7864,326000,HOUSE,HOUSE,4,200.0,0.0,0,25.0,0.0,4.0,0,603.0,UNKNOWN,GOOD
426,20297531,7864,315000,HOUSE,BUNGALOW,3,121.0,0.0,0,20.0,0.0,0.0,0,1109.0,SEMI_EQUIPPED,TO_BE_DONE_UP
427,20376352,7864,325000,HOUSE,HOUSE,3,143.0,0.0,0,20.0,0.0,0.0,0,1628.0,INSTALLED,GOOD
428,20026575,7020,199000,HOUSE,HOUSE,2,110.0,0.0,0,16.0,0.0,0.0,1,0.0,SEMI_EQUIPPED,GOOD
430,20395799,7864,170000,HOUSE,HOUSE,3,140.0,0.0,0,45.0,150.0,2.0,1,346.0,INSTALLED,TO_RENOVATE
431,11387350,7330,199000,APARTMENT,APARTMENT,1,75.0,0.0,0,4.0,0.0,3.0,0,0.0,INSTALLED,GOOD
433,10506015,7864,220000,APARTMENT,APARTMENT,5,300.0,0.0,0,40.0,0.0,3.0,1,0.0,UNKNOWN,UNKNOWN
434,20360932,7020,240000,APARTMENT,APARTMENT,3,90.0,0.0,0,12.0,0.0,0.0,0,0.0,INSTALLED,GOOD
435,20376404,7864,325000,HOUSE,MIXED_USE_BUILDING,3,143.0,0.0,0,20.0,0.0,0.0,0,1628.0,INSTALLED,GOOD
436,20150450,7860,175000,HOUSE,HOUSE,3,300.0,0.0,0,40.0,60.0,2.0,0,210.0,SEMI_EQUIPPED,TO_RENOVATE
437,11489474,8550,449500,HOUSE,HOUSE,3,177.0,0.0,0,23.0,898.0,0.0,0,993.0,INSTALLED,GOOD
438,11362609,7330,249000,APARTMENT,APARTMENT,2,100.0,0.0,0,5.0,0.0,3.0,0,0.0,INSTALLED,GOOD
439,20217477,7020,210000,HOUSE,VILLA,2,138.0,0.0,0,20.0,0.0,4.0,1,590.0,SEMI_EQUIPPED,TO_RENOVATE
440,11387932,7864,380809,HOUSE,HOUSE,3,189.0,0.0,0,25.0,0.0,4.0,0,1696.0,UNKNOWN,AS_NEW
442,20312988,4910,485000,HOUSE,HOUSE,5,329.0,0.0,1,40.0,0.0,3.0,1,0.0,INSTALLED,TO_BE_DONE_UP
443,20319897,7860,220000,HOUSE,MIXED_USE_BUILDING,3,210.0,0.0,0,26.0,515.0,2.0,1,955.0,HYPER_EQUIPPED,TO_BE_DONE_UP
444,20264661,7864,80000,HOUSE,HOUSE,2,165.0,0.0,0,22.5,0.0,2.0,1,70.0,NOT_INSTALLED,GOOD
446,20336806,4910,249000,HOUSE,HOUSE,3,110.0,0.0,0,51.0,104.0,2.0,1,165.0,INSTALLED,GOOD
447,11490778,8691,145000,HOUSE,HOUSE,3,180.0,0.0,0,25.0,0.0,2.0,0,90.0,SEMI_EQUIPPED,TO_RENOVATE
449,9948962,4910,1960000,HOUSE,CASTLE,25,1120.0,0.0,0,34.0,12330.0,4.0,1,14065.0,INSTALLED,GOOD
450,20341425,7330,350000,HOUSE,HOUSE,3,208.0,0.0,0,20.0,0.0,3.0,1,400.0,HYPER_EQUIPPED,AS_NEW
451,20371342,4910,465000,HOUSE,HOUSE,6,220.0,0.0,0,77.0,1436.0,4.0,1,1581.0,INSTALLED,GOOD
452,11032737,7860,210000,HOUSE,MIXED_USE_BUILDING,4,320.0,0.0,0,40.0,0.0,2.0,0,180.0,UNKNOWN,UNKNOWN
454,20240229,4910,345000,APARTMENT,APARTMENT,3,129.0,0.0,0,5.0,0.0,0.0,0,0.0,INSTALLED,UNKNOWN
455,20396424,4910,149000,HOUSE,HOUSE,2,87.0,0.0,0,12.0,26.0,2.0,1,70.0,SEMI_EQUIPPED,TO_BE_DONE_UP
457,20309781,7330,325000,HOUSE,HOUSE,3,178.0,0.0,0,10.0,0.0,2.0,1,400.0,HYPER_EQUIPPED,AS_NEW
458,20253051,4910,50000,HOUSE,HOUSE,4,250.0,0.0,0,30.0,0.0,3.0,1,380.0,UNKNOWN,TO_RENOVATE
